path,line,matched_text,classification,stage3b_risk,required_action
reports/stage3/seed_validation/xerces/seed_07.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_08.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_08.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_08.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_08.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_08.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_08.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_09.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_09.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_09.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_09.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_09.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_09.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_10.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_10.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_10.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_10.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_10.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_10.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_11.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_11.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_11.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_11.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_11.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_11.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_12.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_12.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_12.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_12.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_12.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_12.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_13.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_13.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_13.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_13.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_13.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_13.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_14.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_14.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_14.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_14.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_14.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_14.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_15.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_15.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_15.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_15.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_15.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_15.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_16.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_16.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_16.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_16.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_16.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_16.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_17.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_17.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_17.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_17.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_17.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_17.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_18.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_18.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_18.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_18.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_18.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_18.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_19.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_19.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_19.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_19.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_19.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_19.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_20.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_20.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_20.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_20.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_20.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_20.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_21.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_21.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_21.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_21.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_21.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_21.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_22.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_22.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_22.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_22.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_22.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_22.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_23.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_23.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_23.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_23.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_23.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_23.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_24.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_24.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_24.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_24.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_24.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_24.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_25.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_25.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_25.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_25.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_25.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_25.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_26.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_26.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_26.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_26.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_26.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_26.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_27.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_27.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_27.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_27.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_27.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_27.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_28.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_28.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_28.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_28.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_28.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_28.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_29.json,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_29.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_29.json,44,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_29.json,47,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_29.json,60,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/seed_validation/xerces/seed_29.json,75,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_alignment_check.json,8,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_alignment_check.json,23,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_alignment_check.json,63,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_alignment_check.json,78,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_alignment_check.json,118,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_alignment_check.json,133,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,74,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,143,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,161,stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,162,stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,207,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,225,stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,226,stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,271,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,289,stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,290,stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,333,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,334,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,338,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,339,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,343,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,344,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,350,semantic_graph,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,356,reports/stage3,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,361,reports/stage3,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,366,reports/stage3,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,371,reports/stage3,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,376,reports/stage3,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_analysis_manifest.json,381,reports/stage3,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_analysis.md,68,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,2,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,3,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,4,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,5,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,6,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,7,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,8,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,9,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,10,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,11,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,12,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,13,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,14,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,15,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,16,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,17,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,18,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,19,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,20,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,21,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,22,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,23,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,24,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,25,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,26,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,27,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,28,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,29,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,30,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
reports/stage3/stage2_vs_stage3_paired_seed_metrics.csv,31,04_stage3_semantic,historical or documentation-only Stage 3A reference,low,preserve; do not rewrite frozen provenance
